Estilo,Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
SUV 4 portas,2016,365.0,6.0,32.1868,63375
cupe,2014,455.0,8.0,46.67086,57000
SUV 4 portas,2010,225.0,6.0,33.79614,27999
seda,2016,137.0,4.0,61.15492,14745
minivan de carga,2016,169.0,4.0,46.67086,22675
picape cabine simples,1995,116.0,4.0,40.2335,2000
cupe,2015,425.0,6.0,41.84284,64200
minivan de passageiros,2016,169.0,4.0,45.06152,25300
cupe,2008,306.0,6.0,40.2335,30210
minivan de passageiros,2016,283.0,6.0,40.2335,38445
seda,2016,304.0,6.0,41.84284,40675
conversivel,2006,330.0,6.0,35.40548,49470
van de carga,2003,225.0,8.0,24.1401,21580
picape cabine dupla,2017,365.0,6.0,40.2335,59600
picape cabine estendida,1992,230.0,8.0,24.1401,2000
perua,2014,268.0,6.0,41.84284,38120
SUV 4 portas,2016,365.0,6.0,32.1868,62295
perua,2015,181.0,4.0,41.84284,33560
SUV 4 portas,2016,280.0,6.0,41.84284,31945
SUV 4 portas,2015,155.0,4.0,49.88954,24195
seda,2015,270.0,6.0,51.49888,31950
cupe,2012,318.0,6.0,43.45218,48150
picape cabine dupla,2008,345.0,8.0,27.35878,36980
SUV 4 portas,2015,175.0,4.0,53.10822,24895
conversivel,2015,201.0,4.0,51.49888,43950
van de carga,2014,225.0,8.0,25.74944,30060
minivan de passageiros,2002,150.0,4.0,37.01482,19155
hatchback 2 portas,2006,155.0,4.0,49.88954,21475
seda,2005,203.0,6.0,41.84284,24165
minivan de carga,2015,169.0,4.0,46.67086,23330
SUV 4 portas,2015,290.0,6.0,40.2335,39900
cupe,1999,200.0,4.0,38.62416,3065
seda,2002,215.0,6.0,43.45218,28070
seda,2015,255.0,6.0,59.54558,59400
SUV 4 portas,2017,355.0,8.0,37.01482,60015
SUV 4 portas,2017,181.0,4.0,46.67086,22990
picape cabine estendida,2015,282.0,6.0,40.2335,34205
seda,2005,155.0,6.0,40.2335,20549
picape cabine dupla,2008,210.0,6.0,30.57746,30015
minivan de carga,2017,169.0,4.0,43.45218,23900
picape cabine dupla,2016,355.0,8.0,37.01482,44010
SUV 4 portas,2016,295.0,6.0,43.45218,41295
picape cabine dupla,2006,210.0,4.0,33.79614,25595
perua,2015,164.0,4.0,49.88954,20790
cupe,2015,302.0,6.0,43.45218,46050
SUV 4 portas,2016,200.0,4.0,41.84284,28700
seda,2017,288.0,6.0,43.45218,29775
SUV 4 portas,2008,285.0,6.0,32.1868,27980
seda,2013,200.0,4.0,53.10822,28200
hatchback 2 portas,2015,210.0,4.0,48.2802,29215
SUV 4 portas,2017,283.0,6.0,38.62416,28395
hatchback 4 portas,2017,120.0,4.0,56.3269,14430
perua,2011,210.0,6.0,38.62416,51740
minivan de passageiros,2006,193.0,6.0,35.40548,23655
seda,2015,280.0,6.0,45.06152,35995
hatchback 4 portas,2015,138.0,4.0,59.54558,15290
conversivel,2016,302.0,6.0,46.67086,59200
seda,2016,184.0,4.0,57.93624,27570
conversivel,2017,200.0,4.0,43.45218,37065
perua,1993,90.0,4.0,41.84284,2000
conversivel,2015,325.0,6.0,41.84284,48550
cupe,2015,300.0,6.0,48.2802,48250
picape cabine dupla,2017,325.0,6.0,41.84284,42725
cupe,2004,175.0,6.0,43.45218,22280
SUV 4 portas,2017,260.0,6.0,45.06152,40780
van de carga,2003,175.0,6.0,24.1401,20035
conversivel,2008,150.0,5.0,45.06152,23240
SUV 4 portas,2017,284.0,6.0,41.84284,43760
seda,2003,300.0,8.0,40.2335,51650
seda,2016,335.0,6.0,45.06152,43340
hatchback 4 portas,2016,148.0,4.0,53.10822,21095
cupe,1994,222.0,6.0,35.40548,2488
seda,1996,222.0,5.0,38.62416,2000
seda,2009,138.0,4.0,48.2802,13550
SUV 4 portas,2016,185.0,4.0,49.88954,33395
perua,2016,250.0,5.0,41.84284,38600
SUV 4 portas,2003,174.0,6.0,30.57746,24975
seda,2011,180.0,4.0,49.88954,21049
SUV 4 portas,2009,242.0,5.0,28.96812,33390
seda,2016,132.0,4.0,59.54558,21665
SUV 4 portas,2015,290.0,6.0,45.06152,42565
perua,2015,134.0,4.0,64.3736,30935
cupe,2001,315.0,6.0,37.01482,44990
conversivel,2001,253.0,6.0,33.79614,44625
seda,1997,93.0,4.0,56.3269,2041
hatchback 4 portas,2013,200.0,4.0,49.88954,30995
seda,2016,293.0,6.0,45.06152,32990
conversivel,2014,210.0,4.0,49.88954,30695
perua,2015,188.0,4.0,59.54558,27170
picape cabine simples,2003,120.0,4.0,37.01482,17570
SUV 4 portas,2001,205.0,6.0,32.1868,26800
seda,2003,140.0,4.0,48.2802,18085
picape cabine simples,2017,285.0,6.0,38.62416,30000
SUV 4 portas,2016,354.0,6.0,38.62416,60800
hatchback 4 portas,2014,74.0,3.0,70.81096,13995
SUV 4 portas,2016,176.0,4.0,46.67086,30665
hatchback 2 portas,2017,106.0,4.0,56.3269,16000
picape cabine dupla,2015,317.0,8.0,28.96812,32060
seda,2015,328.0,6.0,43.45218,45450
seda,2017,268.0,6.0,48.2802,35000
conversivel,2007,215.0,6.0,37.01482,38955
picape cabine estendida,2016,159.0,4.0,35.40548,28820
seda,2016,200.0,4.0,49.88954,32670
SUV 4 portas,2004,275.0,6.0,30.57746,35870
conversivel,2015,455.0,8.0,46.67086,63160
seda,1995,200.0,6.0,35.40548,2356
hatchback 4 portas,2013,305.0,4.0,37.01482,36295
hatchback 4 portas,2015,210.0,4.0,53.10822,29485
SUV 4 portas,2005,185.0,6.0,32.1868,23299
minivan de passageiros,2003,150.0,4.0,40.2335,20960
seda,2015,272.0,4.0,45.06152,62070
hatchback 4 portas,2015,300.0,6.0,48.2802,47250
seda,2016,252.0,4.0,51.49888,52100
perua,2015,325.0,6.0,45.06152,45400
SUV 4 portas,2015,250.0,6.0,40.2335,40020
seda,2010,207.0,4.0,43.45218,38115
hatchback 4 portas,2016,138.0,4.0,54.71756,20095
hatchback 2 portas,2013,200.0,4.0,49.88954,28195
conversivel,2015,265.0,4.0,49.88954,51700
SUV 4 portas,2016,146.0,4.0,51.49888,26240
conversivel,1992,94.0,4.0,46.67086,2000
SUV 4 portas,2011,166.0,4.0,37.01482,24949
picape cabine estendida,2011,207.0,6.0,33.79614,23495
picape cabine estendida,2017,285.0,6.0,38.62416,32230
seda,2011,300.0,6.0,38.62416,51350
seda,2009,173.0,4.0,48.2802,25920
seda,1997,210.0,6.0,35.40548,2000
cupe,2017,275.0,4.0,48.2802,30405
picape cabine dupla,2012,261.0,6.0,32.1868,25699
cupe,2015,185.0,4.0,56.3269,26300
SUV 4 portas,2015,184.0,4.0,51.49888,24965
seda,2017,292.0,6.0,43.45218,30245
seda,2015,315.0,6.0,46.67086,74000
SUV 4 portas,2016,260.0,6.0,45.06152,32800
hatchback 2 portas,1993,345.0,8.0,27.35878,6294
conversivel,2012,220.0,4.0,53.10822,39490
SUV 4 portas,2009,210.0,6.0,33.79614,23900
hatchback 4 portas,1997,63.0,4.0,61.15492,2000
seda,2017,316.0,4.0,49.88954,52950
picape cabine dupla,2008,310.0,8.0,27.35878,34865
SUV 2 portas,2003,174.0,6.0,30.57746,26370
picape cabine estendida,2009,207.0,6.0,30.57746,23575
SUV 4 portas,2016,281.0,6.0,35.40548,36505
perua,2005,203.0,6.0,40.2335,25040
picape cabine dupla,2016,385.0,8.0,33.79614,42425
SUV 4 portas,2017,138.0,4.0,53.10822,29065
minivan de passageiros,2017,296.0,6.0,38.62416,38520
picape cabine estendida,1998,255.0,8.0,28.96812,3360
seda,1994,110.0,4.0,51.49888,2000
cupe,2016,185.0,4.0,56.3269,26850
seda,2015,278.0,6.0,54.71756,30495
SUV 4 portas,2006,250.0,6.0,33.79614,30695
picape cabine estendida,2007,295.0,8.0,30.57746,29355
minivan de passageiros,1990,90.0,4.0,28.96812,2000
seda,2015,365.0,6.0,40.2335,45840
SUV 4 portas,2015,235.0,4.0,45.06152,34480
SUV 4 portas,2015,355.0,8.0,35.40548,54505
perua,2014,556.0,8.0,30.57746,63600
SUV 4 portas,2015,270.0,6.0,40.2335,33290
conversivel,2008,306.0,6.0,37.01482,37280
picape cabine dupla,2011,332.0,8.0,37.01482,45055
conversivel,2014,455.0,8.0,46.67086,62000
hatchback 4 portas,2017,153.0,4.0,61.15492,21920
SUV 4 portas,2015,280.0,6.0,37.01482,44705
conversivel,2015,240.0,4.0,54.71756,48950
SUV 4 portas,2004,302.0,8.0,25.74944,43240
SUV 4 portas,2004,190.0,6.0,27.35878,27230
seda,2015,200.0,4.0,51.49888,32995
conversivel,2017,320.0,6.0,46.67086,57300
conversivel,2007,382.0,8.0,35.40548,62900
SUV 4 portas,2015,164.0,4.0,46.67086,21650
cupe,1996,280.0,8.0,38.62416,2000
cupe,2015,402.0,8.0,41.84284,59400
seda,2017,320.0,6.0,49.88954,50300
SUV 4 portas,2017,176.0,4.0,45.06152,33230
SUV 4 portas,2016,302.0,6.0,38.62416,51100
cupe,1990,110.0,4.0,48.2802,2000
SUV Conversível,2017,240.0,4.0,45.06152,57700
seda,2003,250.0,6.0,40.2335,28805
SUV 4 portas,2016,182.0,4.0,51.49888,29740
picape cabine dupla,2015,355.0,8.0,35.40548,46810
cupe,2014,348.0,6.0,40.2335,32150
hatchback 2 portas,1991,208.0,4.0,38.62416,3047
SUV 4 portas,2016,178.0,4.0,51.49888,25790
seda,2016,200.0,4.0,49.88954,35755
SUV 4 portas,2009,390.0,8.0,25.74944,49105
hatchback 4 portas,2010,138.0,4.0,49.88954,18995
picape cabine dupla,2012,320.0,8.0,33.79614,40195
SUV 2 portas,1993,160.0,6.0,33.79614,2000
seda,1994,170.0,6.0,40.2335,2000
seda,2016,200.0,4.0,61.15492,30140
cupe,2014,276.0,6.0,41.84284,68750
hatchback 2 portas,2015,106.0,4.0,57.93624,15570
seda,2001,122.0,4.0,48.2802,15799
cupe,1990,188.0,4.0,32.1868,2000
cupe,2015,201.0,4.0,46.67086,20590
hatchback 4 portas,2017,220.0,4.0,54.71756,27995
picape cabine dupla,2015,200.0,4.0,43.45218,25205
picape cabine simples,1990,160.0,6.0,30.57746,2000
hatchback 2 portas,2014,179.0,4.0,49.88954,22440
seda,2007,260.0,6.0,41.84284,24735
SUV 4 portas,2017,241.0,4.0,45.06152,41150
seda,2014,300.0,6.0,40.2335,43950
perua,2008,127.0,4.0,43.45218,16989
seda,1994,170.0,6.0,40.2335,2000
hatchback 2 portas,2010,150.0,5.0,45.06152,18690
seda,2012,220.0,4.0,48.2802,37115
SUV 4 portas,2010,166.0,4.0,40.2335,24320
seda,2016,150.0,4.0,62.76426,17680
SUV 4 portas,2015,148.0,4.0,51.49888,22795
picape cabine estendida,2007,195.0,6.0,32.1868,21465
cupe,1994,170.0,4.0,43.45218,2000
seda,2005,175.0,6.0,43.45218,22040
seda,2015,245.0,4.0,49.88954,33525
SUV 4 portas,2017,200.0,4.0,38.62416,24995
seda,2015,185.0,4.0,56.3269,26525
seda,2015,200.0,4.0,49.88954,34095
SUV 4 portas,2017,170.0,4.0,51.49888,26590
seda,2016,220.0,4.0,51.49888,37000
seda,2015,288.0,6.0,46.67086,27055
SUV 4 portas,2012,244.0,4.0,33.79614,33540
seda,2001,122.0,4.0,48.2802,15199
seda,1991,150.0,8.0,35.40548,2000
perua,2016,170.0,4.0,56.3269,29385
seda,2016,170.0,4.0,61.15492,23975
hatchback 4 portas,2011,150.0,4.0,48.2802,18249
seda,2017,241.0,4.0,49.88954,41850
picape cabine dupla,2016,365.0,6.0,37.01482,62310
hatchback 4 portas,2011,300.0,6.0,37.01482,56570
picape cabine simples,1999,119.0,4.0,38.62416,2211
picape cabine dupla,2016,381.0,8.0,27.35878,45560
seda,1990,138.0,4.0,41.84284,2000
picape cabine simples,2007,195.0,6.0,33.79614,20750
seda,2007,274.0,4.0,37.01482,29925
seda,1995,181.0,6.0,37.01482,2000
SUV 4 portas,2011,171.0,4.0,45.06152,22595
perua,2009,138.0,4.0,51.49888,17695
SUV 4 portas,2015,250.0,6.0,38.62416,33720
SUV 4 portas,2015,250.0,6.0,38.62416,34720
SUV 4 portas,1999,190.0,6.0,30.57746,2554
minivan de passageiros,2004,190.0,6.0,30.57746,24195
picape cabine simples,2016,381.0,8.0,28.96812,29950
hatchback 2 portas,2015,220.0,4.0,54.71756,26280
seda,2016,270.0,6.0,51.49888,27390
seda,2012,180.0,4.0,48.2802,22349
hatchback 2 portas,2015,201.0,4.0,53.10822,22600
SUV 4 portas,2009,240.0,6.0,41.84284,24200
hatchback 4 portas,2016,99.0,4.0,74.02964,21355
seda,2015,184.0,4.0,64.3736,29895
SUV 4 portas,2015,260.0,6.0,45.06152,36950
seda,2010,275.0,8.0,37.01482,51525
perua,1993,114.0,4.0,40.2335,2000
hatchback 2 portas,2015,130.0,4.0,62.76426,24140
SUV 4 portas,2000,190.0,6.0,32.1868,2590
seda,2004,275.0,8.0,38.62416,45975
hatchback 4 portas,2004,108.0,4.0,54.71756,13280
hatchback 4 portas,2011,158.0,4.0,46.67086,20755
conversivel,2012,325.0,6.0,38.62416,51300
minivan de passageiros,2016,248.0,6.0,45.06152,42305
seda,2015,402.0,8.0,41.84284,73200
seda,2017,185.0,4.0,57.93624,28820
cupe,2016,305.0,6.0,48.2802,26995
SUV 4 portas,2015,240.0,6.0,49.88954,47500
cupe,2007,306.0,6.0,40.2335,36100
SUV 4 portas,2002,188.0,8.0,25.74944,37150
seda,1994,260.0,8.0,37.01482,2000
SUV 4 portas,2016,355.0,8.0,35.40548,51315
SUV 4 portas,2017,260.0,6.0,45.06152,34400
SUV 4 portas,2016,168.0,4.0,45.06152,25995
SUV 4 portas,2017,256.0,6.0,43.45218,34995
picape cabine simples,2003,120.0,4.0,37.01482,16220
perua,1992,113.0,4.0,41.84284,2000
seda,2004,340.0,8.0,35.40548,52400
SUV 4 portas,2016,160.0,4.0,54.71756,20000
picape cabine estendida,2010,143.0,4.0,43.45218,20580
van de passageiros,2015,275.0,6.0,30.57746,39080
SUV 4 portas,2015,260.0,6.0,43.45218,29510
picape cabine simples,2007,285.0,8.0,28.96812,26685
SUV 2 portas,1996,199.0,8.0,25.74944,2774
minivan de passageiros,2002,200.0,6.0,33.79614,28900
minivan de passageiros,2012,283.0,6.0,40.2335,32010
seda,2003,108.0,4.0,61.15492,10775
seda,2017,150.0,4.0,61.15492,18995
SUV 4 portas,2001,205.0,6.0,32.1868,24150
SUV 2 portas,1990,140.0,6.0,32.1868,2000
seda,2017,450.0,8.0,43.45218,70900
perua,1990,140.0,6.0,43.45218,2000
seda,2017,259.0,4.0,43.45218,34040
seda,2015,185.0,4.0,57.93624,22905
hatchback 4 portas,2015,150.0,4.0,72.4203,25895
hatchback 4 portas,2015,134.0,4.0,77.24832,26985
picape cabine dupla,2007,345.0,8.0,25.74944,39125
seda,2017,124.0,4.0,59.54558,21500
SUV 4 portas,2017,170.0,4.0,51.49888,23595
seda,2016,360.0,6.0,49.88954,49050
hatchback 2 portas,2004,180.0,4.0,45.06152,22935
SUV 4 portas,2014,170.0,4.0,45.06152,20150
seda,2016,259.0,4.0,48.2802,34065
seda,2016,138.0,4.0,59.54558,17755
minivan de passageiros,2015,248.0,6.0,45.06152,32275
hatchback 2 portas,1997,185.0,4.0,40.2335,2000
seda,2012,173.0,4.0,49.88954,21495
seda,2015,200.0,4.0,62.76426,41700
seda,2017,182.0,4.0,69.20162,27875
picape cabine estendida,2007,295.0,8.0,30.57746,27730
SUV 4 portas,2014,240.0,6.0,45.06152,64900
picape cabine estendida,2000,160.0,6.0,30.57746,3928
cupe,2017,435.0,8.0,40.2335,36645
SUV 4 portas,2017,245.0,4.0,46.67086,28950
SUV 4 portas,2015,176.0,4.0,49.88954,28450
hatchback 2 portas,2002,310.0,8.0,37.01482,25995
SUV 4 portas,2017,138.0,4.0,48.2802,25865
perua,2008,150.0,4.0,41.84284,15970
seda,2017,241.0,4.0,51.49888,46310
picape cabine dupla,2007,295.0,8.0,30.57746,30930
cupe,1994,140.0,6.0,41.84284,2000
perua,2014,170.0,5.0,48.2802,26685
hatchback 4 portas,1996,150.0,4.0,41.84284,2000
SUV 4 portas,2016,280.0,6.0,41.84284,46570
van de passageiros,2016,310.0,6.0,30.57746,43995
SUV 4 portas,2007,291.0,6.0,32.1868,32960
perua,2006,203.0,6.0,40.2335,28530
picape cabine simples,2007,195.0,6.0,30.57746,23575
SUV 4 portas,2007,252.0,6.0,35.40548,30149
hatchback 4 portas,2012,98.0,4.0,70.81096,23690
SUV 4 portas,2000,190.0,6.0,28.96812,2655
SUV 4 portas,2016,290.0,6.0,40.2335,30400
seda,2015,300.0,6.0,48.2802,30535
seda,2016,250.0,5.0,45.06152,43700
SUV 4 portas,2017,281.0,6.0,35.40548,36650
picape cabine estendida,2016,200.0,4.0,41.84284,20100
minivan de passageiros,2015,169.0,4.0,45.06152,26710
SUV 4 portas,2016,180.0,4.0,49.88954,25135
seda,2016,335.0,6.0,48.2802,62685
SUV 4 portas,2017,288.0,6.0,35.40548,47625
picape cabine dupla,2015,261.0,6.0,33.79614,28560
cupe,2017,185.0,4.0,51.49888,24025
seda,2004,194.0,6.0,38.62416,25599
SUV 4 portas,2016,283.0,6.0,38.62416,26595
picape cabine dupla,2007,300.0,8.0,25.74944,41225
conversivel,2015,332.0,6.0,40.2335,41820
picape cabine simples,2000,119.0,4.0,38.62416,2350
seda,2013,210.0,4.0,51.49888,27520
cupe,2016,200.0,4.0,54.71756,28495
SUV 4 portas,2011,297.0,6.0,38.62416,35200
perua,2008,250.0,6.0,38.62416,27225
hatchback 2 portas,2011,162.0,4.0,45.06152,19999
conversivel,1993,236.0,4.0,38.62416,4651
van de passageiros,1994,200.0,8.0,25.74944,2000
cupe,2016,455.0,8.0,40.2335,41300
SUV 4 portas,2016,360.0,8.0,35.40548,44595
seda,2004,194.0,6.0,38.62416,23999
SUV Conversível,2013,265.0,6.0,35.40548,44540
SUV 4 portas,2017,279.0,6.0,45.06152,40570
SUV 4 portas,2001,240.0,6.0,27.35878,35550
SUV 4 portas,2015,250.0,4.0,45.06152,33095
SUV 4 portas,2015,182.0,4.0,51.49888,31920
perua,2015,287.0,6.0,37.01482,39650
SUV 4 portas,2011,260.0,6.0,33.79614,28995
cupe,1997,140.0,4.0,46.67086,2000
seda,2003,240.0,6.0,40.2335,34020
seda,2007,155.0,4.0,45.06152,14299
hatchback 2 portas,2007,150.0,5.0,45.06152,14990
picape cabine estendida,2016,355.0,8.0,35.40548,45640
seda,2016,132.0,4.0,61.15492,19135
hatchback 2 portas,1996,185.0,4.0,41.84284,2000
seda,1995,193.0,6.0,35.40548,2000
van de carga,2015,285.0,8.0,27.35878,32875
picape cabine estendida,2017,159.0,4.0,35.40548,27195
seda,2015,132.0,4.0,61.15492,18965
hatchback 4 portas,2015,134.0,4.0,77.24832,25765
cupe,2015,556.0,8.0,30.57746,69900
seda,2017,152.0,4.0,61.15492,18395
conversivel,2016,200.0,4.0,43.45218,33065
perua,2014,164.0,4.0,49.88954,20500
conversivel,2000,170.0,6.0,40.2335,4755
conversivel,2008,173.0,4.0,48.2802,26600
picape cabine dupla,2013,250.0,6.0,33.79614,30195
picape cabine dupla,2006,300.0,8.0,25.74944,33115
SUV 4 portas,2005,275.0,6.0,30.57746,35610
minivan de passageiros,2014,157.0,4.0,45.06152,20140
conversivel,2014,343.0,6.0,41.84284,62100
picape cabine dupla,2015,261.0,6.0,33.79614,34010
conversivel,2013,325.0,6.0,40.2335,47900
seda,2002,122.0,4.0,48.2802,14299
seda,2014,199.0,4.0,62.76426,31995
perua,2017,365.0,6.0,33.79614,43030
seda,2016,268.0,6.0,49.88954,35850
minivan de passageiros,2001,200.0,6.0,35.40548,22185
seda,2017,185.0,4.0,57.93624,24155
hatchback 4 portas,2016,300.0,6.0,48.2802,49200
picape cabine dupla,2015,285.0,6.0,35.40548,37380
picape cabine estendida,2000,119.0,4.0,38.62416,2961
SUV 4 portas,2009,177.0,4.0,49.88954,29645
SUV 4 portas,2004,230.0,6.0,38.62416,35275
seda,2001,122.0,4.0,51.49888,14199
seda,2015,200.0,4.0,49.88954,38085
minivan de passageiros,2015,169.0,4.0,45.06152,26710
picape cabine simples,2003,120.0,4.0,40.2335,14770
seda,2015,328.0,6.0,43.45218,33950
SUV 4 portas,2017,176.0,4.0,45.06152,31385
hatchback 4 portas,2016,137.0,4.0,61.15492,16495
seda,2017,138.0,4.0,53.10822,15145
SUV 4 portas,2004,185.0,6.0,33.79614,22599
SUV 4 portas,2015,325.0,6.0,38.62416,49800
SUV 2 portas,2004,190.0,6.0,30.57746,23255
SUV 4 portas,2016,329.0,6.0,35.40548,64600
seda,2016,410.0,6.0,37.01482,72320
perua,2002,122.0,4.0,48.2802,16599
picape cabine estendida,2002,207.0,6.0,28.96812,22630
seda,1994,172.0,6.0,38.62416,2000
perua,2005,155.0,4.0,41.84284,17349
picape cabine dupla,2015,285.0,6.0,38.62416,36390
SUV 4 portas,2015,185.0,4.0,53.10822,30895
minivan de passageiros,1997,180.0,6.0,37.01482,2000
seda,2008,164.0,4.0,51.49888,23640
hatchback 4 portas,2016,109.0,4.0,64.3736,16380
cupe,2017,278.0,6.0,45.06152,31175
SUV 4 portas,2010,300.0,8.0,25.74944,41705
minivan de passageiros,2006,201.0,6.0,37.01482,24250
picape cabine estendida,2016,200.0,4.0,43.45218,28515
seda,2000,79.0,4.0,61.15492,2000
SUV 4 portas,2015,184.0,4.0,51.49888,27970
perua,1992,177.0,6.0,28.96812,2282
hatchback 2 portas,2010,150.0,5.0,46.67086,19790
picape cabine simples,1992,115.0,4.0,35.40548,2000
SUV 4 portas,2015,250.0,6.0,40.2335,35370
seda,2005,275.0,8.0,35.40548,46045
van de passageiros,2016,285.0,8.0,25.74944,37155
seda,1990,150.0,8.0,35.40548,2000
picape cabine estendida,2017,325.0,6.0,41.84284,40065
SUV 4 portas,2017,381.0,8.0,27.35878,57475
seda,2009,325.0,8.0,32.1868,54650
picape cabine estendida,2003,190.0,6.0,27.35878,21970
picape cabine simples,1998,200.0,6.0,30.57746,3025
hatchback 4 portas,2016,98.0,4.0,65.98294,15785
SUV 4 portas,2012,297.0,6.0,38.62416,39500
cupe,1996,155.0,6.0,43.45218,2000
picape cabine dupla,2016,261.0,6.0,33.79614,34340
cupe,1993,81.0,4.0,48.2802,2000
seda,2016,150.0,4.0,62.76426,20095
seda,2014,300.0,6.0,48.2802,25830
seda,2015,148.0,4.0,54.71756,18195
minivan de passageiros,2010,251.0,6.0,40.2335,42500
seda,2015,175.0,4.0,57.93624,26495
perua,2014,181.0,4.0,41.84284,33260
hatchback 4 portas,2015,188.0,4.0,54.71756,24830
SUV 4 portas,2015,290.0,6.0,38.62416,36000
conversivel,2000,193.0,6.0,38.62416,4976
seda,2017,259.0,4.0,43.45218,31465
cupe,2016,185.0,4.0,56.3269,25725
seda,2016,265.0,4.0,49.88954,58395
SUV 4 portas,2015,184.0,4.0,48.2802,29220
conversivel,2008,237.0,4.0,40.2335,36300
picape cabine dupla,2008,345.0,8.0,30.57746,36230
minivan de passageiros,2017,296.0,6.0,43.45218,39505
SUV 2 portas,1993,165.0,6.0,32.1868,2000
van de passageiros,2015,275.0,6.0,30.57746,37570
perua,2013,122.0,4.0,48.2802,16760
SUV 4 portas,2015,281.0,6.0,37.01482,35795
hatchback 2 portas,2007,172.0,6.0,37.01482,20495
seda,2017,265.0,4.0,48.2802,58395
SUV 4 portas,1993,165.0,6.0,32.1868,2000
minivan de passageiros,2005,190.0,6.0,32.1868,24430
seda,2017,220.0,4.0,56.3269,37450
SUV 4 portas,2016,182.0,4.0,51.49888,25210
SUV 4 portas,2011,210.0,6.0,35.40548,23235
seda,2014,556.0,8.0,30.57746,63600
SUV 4 portas,2011,400.0,8.0,32.1868,61800
cupe,2007,306.0,6.0,40.2335,38070
seda,1990,140.0,8.0,35.40548,2000
perua,2016,287.0,6.0,35.40548,39750
SUV 4 portas,2009,185.0,6.0,38.62416,24820
seda,2003,205.0,6.0,43.45218,34600
minivan de passageiros,2003,200.0,6.0,35.40548,23070
seda,2017,190.0,4.0,59.54558,38700
hatchback 2 portas,1996,63.0,4.0,61.15492,2000
picape cabine simples,2016,285.0,6.0,35.40548,38670
SUV 4 portas,2015,240.0,6.0,49.88954,55000
seda,2016,130.0,4.0,64.3736,18160
conversivel,2016,275.0,4.0,48.2802,32700
SUV 4 portas,2016,280.0,6.0,37.01482,59745
SUV 4 portas,2016,365.0,6.0,33.79614,48145
SUV 4 portas,2017,290.0,6.0,38.62416,32550
picape cabine dupla,2012,332.0,8.0,37.01482,42840
perua,2014,268.0,6.0,40.2335,31220
SUV 4 portas,2015,240.0,6.0,45.06152,59900
hatchback 4 portas,1990,93.0,4.0,49.88954,2000
hatchback 4 portas,2007,127.0,4.0,45.06152,14099
hatchback 4 portas,2015,130.0,4.0,61.15492,19925
picape cabine simples,1993,180.0,6.0,25.74944,2000
conversivel,2008,173.0,4.0,40.2335,22455
seda,2012,280.0,6.0,46.67086,39435
hatchback 2 portas,2015,179.0,4.0,49.88954,20360
picape cabine dupla,2010,210.0,6.0,28.96812,33180
picape cabine estendida,2017,278.0,6.0,38.62416,30485
SUV 4 portas,2015,288.0,6.0,38.62416,47305
SUV 4 portas,2006,250.0,6.0,33.79614,32395
cupe,2015,205.0,4.0,49.88954,24390
seda,2017,208.0,4.0,45.06152,44300
perua,2013,268.0,6.0,41.84284,37570
hatchback 4 portas,2015,138.0,4.0,59.54558,18290
picape cabine simples,1998,200.0,6.0,30.57746,3350
seda,2015,328.0,6.0,40.2335,35550
seda,2010,173.0,4.0,48.2802,20120
hatchback 4 portas,2014,192.0,4.0,49.88954,27380
cupe,1990,160.0,4.0,45.06152,2000
hatchback 2 portas,1992,73.0,3.0,53.10822,2000
cupe,2002,170.0,6.0,43.45218,21080
seda,2013,305.0,6.0,41.84284,39455
picape cabine estendida,1998,150.0,6.0,32.1868,3033
seda,2003,132.0,4.0,51.49888,13030
SUV 4 portas,2008,275.0,6.0,35.40548,38050
hatchback 2 portas,2008,150.0,5.0,46.67086,20990
seda,1991,160.0,4.0,48.2802,2000
cupe,2016,335.0,6.0,48.2802,48675
conversivel,2017,220.0,4.0,48.2802,47000
conversivel,2014,210.0,4.0,46.67086,34895
seda,2017,147.0,4.0,61.15492,18150
hatchback 4 portas,2016,99.0,4.0,74.02964,19560
SUV 4 portas,2015,245.0,4.0,45.06152,30095
picape cabine simples,2016,381.0,8.0,27.35878,33000
hatchback 4 portas,2015,109.0,4.0,64.3736,17530
seda,2015,220.0,4.0,51.49888,35500
SUV 4 portas,2015,354.0,6.0,38.62416,52700
SUV 4 portas,2012,260.0,6.0,33.79614,30245
seda,2017,292.0,4.0,45.06152,42900
cupe,2001,225.0,6.0,43.45218,29980
